Task_ID,Task_Name,Priority,Deadline,Estimated_Time,Task_Type,Dependency,Employee_ID,Completion_Status,Urgency_Score,Days_Left,Normalized_Urgency,Dependency_Count,Status
4431,Meeting - Client Call,2,26-08-2025,6,Meeting,,296,Complete,2,106,0.2,2,Complete
4824,Review - Research Paper,3,19-03-2026,5,Review,422,267,Incomplete,2,311,0.2,2,Pending
2546,Analysis - Performance Tuning,3,17-06-2025,5,Analysis,1235,511,Incomplete,9,36,0.9,2,Pending
221,Review - Experiment Design,1,14-10-2025,8,Review,41,330,Incomplete,4,155,0.4,2,Pending
199,Review - Experiment Design,1,31-03-2026,3,Review,"135,155,106",175,Incomplete,6,323,0.6,1,Pending
2595,Meeting - Client Call,2,17-06-2025,1,Meeting,"693,2287",168,Incomplete,1,36,0.1,1,Pending
442,Planning - Resource Allocation,3,15-09-2025,6,Planning,,136,Incomplete,1,126,0.1,1,Pending
2871,Review - Thesis Chapter,1,04-03-2026,2,Review,"16,2391",595,Incomplete,4,296,0.4,1,Pending
1658,Meeting - Client Call,1,29-06-2025,3,Meeting,1605,536,Complete,1,48,0.1,2,Complete
4302,Analysis - Database Migration,2,30-03-2026,1,Analysis,,386,Incomplete,10,322,1.0,3,Pending
2978,Review - Thesis Chapter,2,25-05-2025,5,Review,"199,1081,2605",540,Incomplete,4,13,0.4,2,Pending
2166,Meeting - Sprint Planning,1,21-04-2025,8,Meeting,"1295,2106,792",414,Incomplete,7,21,0.7,0,Overdue
2329,Meeting - Sprint Planning,2,15-01-2026,2,Meeting,,356,Incomplete,5,248,0.5,3,Pending
1531,Planning - Budget Report,1,14-02-2026,6,Planning,,246,Complete,2,278,0.2,3,Complete
733,Planning - Progress Review,3,14-03-2026,2,Planning,,298,Incomplete,6,306,0.6,2,Pending
1263,Review - Thesis Chapter,2,27-08-2025,5,Review,"901,35,284",173,Incomplete,5,107,0.5,3,Pending
4235,Analysis - Code Refactoring,2,24-12-2025,2,Analysis,,186,Incomplete,9,226,0.9,0,Pending
4609,Review - Research Paper,2,16-02-2026,5,Review,,372,Incomplete,4,280,0.4,2,Pending
140,Planning - Roadmap,2,07-04-2025,6,Planning,17,312,Incomplete,2,35,0.2,0,Overdue
4183,Planning - Roadmap,1,16-02-2026,2,Planning,"2140,1290",540,Incomplete,2,280,0.2,1,Pending
798,Analysis - Code Refactoring,3,24-05-2025,3,Analysis,,464,Incomplete,9,12,0.9,1,Pending
3261,Meeting - Team Sync,2,22-02-2026,2,Meeting,"316,397,1520",333,Complete,7,286,0.7,2,Complete
4444,Planning - Progress Review,1,30-04-2025,3,Planning,"2007,3208,4439",554,Incomplete,9,12,0.9,3,Overdue
3682,Analysis - Performance Tuning,3,02-12-2025,7,Analysis,"368,2071,854",228,Complete,10,204,1.0,0,Complete
3893,Review - Thesis Chapter,3,30-04-2025,8,Review,170,461,Incomplete,1,12,0.1,2,Overdue
1380,Review - Thesis Chapter,2,23-11-2025,5,Review,841,361,Complete,4,195,0.4,2,Complete
1947,Review - Research Paper,3,13-10-2025,7,Review,"1823,756,173",284,Incomplete,3,154,0.3,3,Pending
2121,Meeting - Retrospective,1,30-08-2025,1,Meeting,764,284,Complete,2,110,0.2,2,Complete
1755,Planning - Resource Allocation,2,21-04-2025,5,Planning,"1059,501,1067",189,Incomplete,10,21,1.0,2,Overdue
745,Meeting - Retrospective,3,01-11-2025,7,Meeting,,499,Complete,6,173,0.6,1,Complete
4488,Review - Experiment Design,3,23-04-2025,4,Review,"1139,4214",490,Incomplete,5,19,0.5,3,Overdue
3887,Meeting - Sprint Planning,1,03-12-2025,4,Meeting,281,445,Incomplete,4,205,0.4,0,Pending
3963,Review - Documentation,1,25-04-2025,7,Review,"2062,2069,1563",597,Incomplete,5,17,0.5,0,Overdue
651,Planning - Progress Review,2,08-05-2025,3,Planning,"470,180,644",507,Incomplete,6,4,0.6,3,Overdue
1358,Review - Research Paper,1,03-07-2025,4,Review,"1296,1029,186",220,Incomplete,10,52,1.0,1,Pending
2511,Meeting - Sprint Planning,3,22-09-2025,3,Meeting,1415,473,Complete,7,133,0.7,3,Complete
1598,Analysis - Performance Tuning,3,22-12-2025,1,Analysis,"209,972",251,Incomplete,6,224,0.6,1,Pending
1295,Review - Documentation,3,14-01-2026,8,Review,80,147,Complete,3,247,0.3,1,Complete
3212,Analysis - Performance Tuning,2,15-07-2025,5,Analysis,"3062,1993",436,Complete,10,64,1.0,3,Complete
1397,Review - Experiment Design,2,10-03-2026,3,Review,,358,Incomplete,3,302,0.3,2,Pending
1605,Meeting - Client Call,3,06-06-2025,6,Meeting,"1238,42,1156",586,Complete,2,25,0.2,3,Complete
2572,Meeting - Retrospective,1,28-12-2025,5,Meeting,"1604,1158",160,Complete,9,230,0.9,2,Complete
3868,Review - Thesis Chapter,3,17-04-2025,1,Review,"3470,3419",486,Incomplete,4,25,0.4,2,Overdue
3685,Planning - Progress Review,2,06-04-2025,7,Planning,"3314,2463,477",295,Incomplete,9,36,0.9,0,Overdue
3620,Review - Experiment Design,1,17-11-2025,2,Review,1821,357,Incomplete,8,189,0.8,3,Pending
4516,Planning - Progress Review,3,07-04-2025,2,Planning,,322,Incomplete,9,35,0.9,1,Overdue
2423,Meeting - Sprint Planning,1,24-03-2026,1,Meeting,"2145,1682",314,Incomplete,6,316,0.6,2,Pending
2863,Meeting - Team Sync,1,29-05-2025,4,Meeting,"2695,736,298",219,Incomplete,3,17,0.3,0,Pending
202,Planning - Roadmap,1,04-05-2025,1,Planning,,300,Incomplete,4,8,0.4,0,Overdue
356,Planning - Resource Allocation,1,29-08-2025,8,Planning,"294,110",326,Incomplete,9,109,0.9,3,Pending
3956,Meeting - Team Sync,1,10-11-2025,4,Meeting,,471,Incomplete,1,182,0.1,2,Pending
492,Meeting - Sprint Planning,1,07-07-2025,7,Meeting,39,157,Complete,1,56,0.1,2,Complete
4922,Analysis - Database Migration,1,16-06-2025,5,Analysis,,560,Complete,4,35,0.4,3,Complete
1286,Analysis - Performance Tuning,2,21-09-2025,4,Analysis,"447,96",481,Incomplete,9,132,0.9,2,Pending
3079,Analysis - Performance Tuning,1,21-07-2025,8,Analysis,,340,Complete,4,70,0.4,2,Complete
4373,Analysis - Database Migration,2,12-01-2026,2,Analysis,"2269,4166,3138",364,Incomplete,6,245,0.6,0,Pending
4579,Review - Thesis Chapter,1,05-09-2025,4,Review,"258,3791",292,Complete,7,116,0.7,0,Complete
2383,Planning - Resource Allocation,2,12-12-2025,5,Planning,1988,246,Incomplete,1,214,0.1,3,Pending
1424,Meeting - Client Call,2,30-10-2025,8,Meeting,,135,Incomplete,5,171,0.5,0,Pending
4602,Analysis - Code Refactoring,2,26-12-2025,4,Analysis,,473,Incomplete,9,228,0.9,0,Pending
470,Review - Thesis Chapter,3,29-12-2025,7,Review,120,495,Incomplete,3,231,0.3,0,Pending
4016,Meeting - Team Sync,3,04-07-2025,7,Meeting,,366,Incomplete,9,53,0.9,3,Pending
4518,Meeting - Team Sync,2,13-04-2025,7,Meeting,2027,488,Incomplete,9,29,0.9,0,Overdue
3767,Meeting - Sprint Planning,3,29-10-2025,5,Meeting,"3708,3565,3326",380,Incomplete,4,170,0.4,1,Pending
2854,Planning - Roadmap,3,04-12-2025,7,Planning,"1963,2628",515,Incomplete,3,206,0.3,3,Pending
1719,Analysis - Code Refactoring,2,04-01-2026,5,Analysis,"1251,513",486,Incomplete,6,237,0.6,2,Pending
4331,Review - Research Paper,1,14-05-2025,6,Review,307,256,Incomplete,4,2,0.4,3,Pending
970,Review - Research Paper,1,25-11-2025,2,Review,,541,Incomplete,9,197,0.9,0,Pending
2867,Review - Experiment Design,2,30-03-2026,2,Review,"594,1857,2395",414,Incomplete,1,322,0.1,0,Pending
1014,Review - Research Paper,2,27-07-2025,8,Review,348,138,Incomplete,3,76,0.3,3,Pending
4640,Analysis - Performance Tuning,3,07-05-2025,6,Analysis,"4203,1685",176,Incomplete,1,5,0.1,0,Overdue
3933,Analysis - Database Migration,3,22-09-2025,6,Analysis,"501,247",261,Complete,7,133,0.7,2,Complete
2804,Planning - Roadmap,1,15-04-2025,3,Planning,,408,Incomplete,5,27,0.5,0,Overdue
4482,Review - Thesis Chapter,1,25-08-2025,8,Review,"2375,685,3430",261,Incomplete,6,105,0.6,1,Pending
3093,Meeting - Team Sync,3,05-05-2025,7,Meeting,"855,1605,2896",264,Incomplete,1,7,0.1,3,Overdue
1476,Planning - Resource Allocation,1,26-12-2025,2,Planning,"861,328,1326",489,Incomplete,9,228,0.9,2,Pending
3543,Analysis - API Optimization,1,11-12-2025,4,Analysis,,559,Incomplete,9,213,0.9,1,Pending
4504,Review - Research Paper,1,22-05-2025,5,Review,,501,Incomplete,7,10,0.7,3,Pending
3630,Meeting - Team Sync,1,23-11-2025,8,Meeting,3007,552,Incomplete,6,195,0.6,3,Pending
668,Analysis - API Optimization,2,01-05-2025,7,Analysis,"419,84",175,Incomplete,10,11,1.0,0,Overdue
171,Analysis - Database Migration,2,19-02-2026,6,Analysis,"117,127,79",293,Incomplete,8,283,0.8,2,Pending
1465,Planning - Roadmap,2,11-04-2025,6,Planning,57,398,Incomplete,6,31,0.6,2,Overdue
4543,Analysis - Code Refactoring,1,20-05-2025,1,Analysis,"1257,2995",547,Complete,5,8,0.5,2,Complete
1797,Analysis - API Optimization,1,01-04-2026,2,Analysis,,572,Incomplete,6,324,0.6,2,Pending
735,Planning - Resource Allocation,1,18-10-2025,5,Planning,"66,355,717",523,Complete,10,159,1.0,3,Complete
3881,Meeting - Client Call,2,10-06-2025,4,Meeting,,564,Complete,10,29,1.0,3,Complete
1236,Review - Documentation,1,02-02-2026,2,Review,"157,939",450,Incomplete,7,266,0.7,1,Pending
1468,Analysis - API Optimization,2,02-08-2025,1,Analysis,"1242,1433,994",381,Complete,2,82,0.2,1,Complete
4581,Review - Documentation,3,04-05-2025,4,Review,1143,219,Incomplete,3,8,0.3,2,Overdue
2889,Planning - Roadmap,1,27-12-2025,8,Planning,,454,Complete,4,229,0.4,2,Complete
3219,Meeting - Sprint Planning,3,29-03-2026,5,Meeting,2127,262,Incomplete,8,321,0.8,3,Pending
3796,Analysis - Performance Tuning,1,18-07-2025,1,Analysis,"3685,2485,1949",577,Complete,8,67,0.8,2,Complete
4595,Review - Documentation,1,30-06-2025,8,Review,,254,Incomplete,5,49,0.5,3,Pending
3688,Analysis - API Optimization,3,15-11-2025,5,Analysis,"2058,1765,843",583,Incomplete,8,187,0.8,1,Pending
996,Analysis - Code Refactoring,3,10-03-2026,1,Analysis,"318,224,169",349,Incomplete,9,302,0.9,3,Pending
2449,Meeting - Retrospective,3,10-01-2026,3,Meeting,1011,568,Complete,6,243,0.6,3,Complete
3533,Analysis - Code Refactoring,2,01-12-2025,8,Analysis,"3195,3501",226,Incomplete,5,203,0.5,1,Pending
1878,Review - Experiment Design,2,15-12-2025,7,Review,,223,Incomplete,4,217,0.4,1,Pending
2553,Review - Thesis Chapter,1,04-08-2025,2,Review,"1708,914",120,Incomplete,1,84,0.1,1,Pending
4324,Planning - Resource Allocation,2,21-11-2025,3,Planning,4236,504,Incomplete,9,193,0.9,3,Pending
4400,Planning - Progress Review,1,19-07-2025,3,Planning,3302,526,Incomplete,4,68,0.4,0,Pending
3788,Review - Experiment Design,3,16-02-2026,1,Review,467,304,Incomplete,4,280,0.4,0,Pending
2592,Analysis - Database Migration,1,06-05-2025,6,Analysis,99,597,Incomplete,6,6,0.6,3,Overdue
4880,Review - Research Paper,2,14-04-2025,7,Review,"138,2981,929",528,Incomplete,1,28,0.1,0,Overdue
1729,Review - Thesis Chapter,3,04-10-2025,8,Review,,423,Incomplete,3,145,0.3,3,Pending
2919,Analysis - Code Refactoring,2,14-05-2025,3,Analysis,"1963,623,103",251,Complete,10,2,1.0,3,Complete
4707,Review - Experiment Design,3,28-03-2026,2,Review,,369,Incomplete,1,320,0.1,0,Pending
380,Planning - Progress Review,3,03-07-2025,8,Planning,"208,152",124,Incomplete,3,52,0.3,3,Pending
1585,Review - Experiment Design,2,05-02-2026,7,Review,,466,Incomplete,4,269,0.4,1,Pending
2718,Review - Experiment Design,2,10-08-2025,5,Review,1117,176,Incomplete,1,90,0.1,1,Pending
4555,Review - Experiment Design,2,26-08-2025,1,Review,,210,Incomplete,3,106,0.3,0,Pending
3946,Review - Documentation,1,17-04-2025,5,Review,2067,329,Incomplete,7,25,0.7,2,Overdue
616,Review - Experiment Design,3,15-07-2025,2,Review,"432,347,334",353,Incomplete,4,64,0.4,1,Pending
4594,Planning - Budget Report,2,24-03-2026,1,Planning,,196,Complete,5,316,0.5,2,Complete
882,Review - Documentation,3,01-08-2025,7,Review,"508,299,185",280,Incomplete,3,81,0.3,3,Pending
3995,Meeting - Retrospective,2,05-08-2025,4,Meeting,"1175,1852,1212",537,Incomplete,4,85,0.4,3,Pending
4004,Planning - Roadmap,1,15-02-2026,3,Planning,"794,2146",449,Complete,9,279,0.9,2,Complete
3017,Planning - Budget Report,1,04-05-2025,4,Planning,"296,2457,2432",523,Incomplete,4,8,0.4,2,Overdue
1527,Review - Thesis Chapter,3,06-08-2025,6,Review,"54,1169",393,Incomplete,10,86,1.0,2,Pending
1401,Meeting - Retrospective,2,27-12-2025,6,Meeting,,250,Incomplete,9,229,0.9,2,Pending
2252,Analysis - Code Refactoring,3,25-11-2025,4,Analysis,"2216,220,1423",281,Complete,2,197,0.2,3,Complete
412,Meeting - Sprint Planning,3,29-12-2025,3,Meeting,"197,303",437,Complete,10,231,1.0,2,Complete
4435,Planning - Roadmap,2,03-06-2025,4,Planning,3376,155,Incomplete,3,22,0.3,3,Pending
2892,Meeting - Sprint Planning,3,16-06-2025,4,Meeting,"2242,2330,1112",405,Incomplete,10,35,1.0,3,Pending
1665,Analysis - API Optimization,1,12-04-2025,8,Analysis,,263,Incomplete,9,30,0.9,0,Overdue
1758,Planning - Budget Report,3,30-06-2025,8,Planning,"418,979",355,Incomplete,5,49,0.5,3,Pending
2242,Meeting - Client Call,2,03-09-2025,5,Meeting,1988,330,Complete,3,114,0.3,0,Complete
4891,Review - Documentation,2,26-05-2025,5,Review,,379,Incomplete,6,14,0.6,3,Pending
4019,Meeting - Client Call,3,15-07-2025,2,Meeting,"1908,3751,3914",476,Incomplete,9,64,0.9,2,Pending
4754,Meeting - Sprint Planning,3,06-10-2025,1,Meeting,"2182,4594",169,Complete,8,147,0.8,3,Complete
1831,Review - Thesis Chapter,2,25-08-2025,4,Review,1040,527,Complete,2,105,0.2,0,Complete
4169,Planning - Roadmap,3,22-04-2025,7,Planning,605,500,Incomplete,1,20,0.1,2,Overdue
2985,Analysis - Performance Tuning,3,30-05-2025,7,Analysis,,416,Incomplete,1,18,0.1,2,Pending
2129,Analysis - Performance Tuning,1,02-11-2025,5,Analysis,"477,1531",238,Incomplete,10,174,1.0,2,Pending
4663,Planning - Resource Allocation,2,15-06-2025,3,Planning,"4338,1550,1188",410,Incomplete,4,34,0.4,3,Pending
3711,Analysis - Database Migration,2,11-02-2026,6,Analysis,2422,269,Complete,9,275,0.9,0,Complete
1146,Analysis - Database Migration,1,29-10-2025,4,Analysis,889,351,Incomplete,4,170,0.4,2,Pending
4748,Review - Thesis Chapter,3,29-06-2025,4,Review,,589,Incomplete,2,48,0.2,3,Pending
3086,Planning - Roadmap,3,29-08-2025,3,Planning,1389,565,Complete,2,109,0.2,3,Complete
2785,Review - Experiment Design,3,27-01-2026,2,Review,830,477,Complete,3,260,0.3,3,Complete
2562,Review - Experiment Design,1,21-10-2025,5,Review,,387,Incomplete,8,162,0.8,3,Pending
1724,Planning - Roadmap,2,29-07-2025,3,Planning,"1429,1052,783",432,Incomplete,2,78,0.2,0,Pending
4320,Analysis - Performance Tuning,1,31-05-2025,6,Analysis,"1836,2407",580,Incomplete,6,19,0.6,3,Pending
4765,Planning - Roadmap,1,09-10-2025,1,Planning,"4257,3172,1958",181,Incomplete,1,150,0.1,2,Pending
1712,Meeting - Client Call,1,07-04-2025,2,Meeting,570,514,Incomplete,5,35,0.5,0,Overdue
2182,Meeting - Sprint Planning,1,16-11-2025,7,Meeting,,589,Incomplete,3,188,0.3,0,Pending
3498,Planning - Resource Allocation,1,03-02-2026,4,Planning,"2977,50,2490",165,Complete,5,267,0.5,0,Complete
4682,Review - Research Paper,3,18-11-2025,5,Review,,361,Incomplete,10,190,1.0,2,Pending
2965,Planning - Budget Report,1,08-10-2025,7,Planning,"1005,101",364,Complete,8,149,0.8,1,Complete
4527,Planning - Roadmap,1,29-09-2025,2,Planning,"4430,2808,2909",221,Incomplete,7,140,0.7,0,Pending
4701,Review - Thesis Chapter,3,25-10-2025,4,Review,4255,409,Incomplete,1,166,0.1,1,Pending
2265,Meeting - Retrospective,2,13-02-2026,5,Meeting,,586,Incomplete,3,277,0.3,2,Pending
619,Review - Thesis Chapter,2,29-01-2026,6,Review,"327,49",571,Incomplete,7,262,0.7,3,Pending
683,Review - Thesis Chapter,2,19-06-2025,2,Review,,324,Incomplete,5,38,0.5,3,Pending
4851,Analysis - Performance Tuning,3,19-02-2026,4,Analysis,"645,1634,394",463,Incomplete,4,283,0.4,2,Pending
1884,Planning - Roadmap,3,15-02-2026,5,Planning,"1097,699",314,Complete,10,279,1.0,2,Complete
4540,Meeting - Client Call,1,23-04-2025,7,Meeting,"366,1569,1432",512,Incomplete,3,19,0.3,0,Overdue
2099,Review - Thesis Chapter,2,16-03-2026,4,Review,,426,Incomplete,2,308,0.2,0,Pending
3215,Analysis - Code Refactoring,3,26-02-2026,5,Analysis,"2947,1098,844",223,Incomplete,1,290,0.1,2,Pending
880,Planning - Budget Report,1,09-01-2026,1,Planning,"481,437",283,Incomplete,8,242,0.8,0,Pending
529,Planning - Progress Review,2,10-08-2025,7,Planning,"423,15,99",593,Incomplete,5,90,0.5,1,Pending
2853,Meeting - Retrospective,1,03-12-2025,5,Meeting,,179,Complete,2,205,0.2,2,Complete
2293,Planning - Progress Review,1,15-01-2026,5,Planning,"1452,638,1702",405,Incomplete,8,248,0.8,1,Pending
3996,Review - Experiment Design,3,08-04-2025,1,Review,,117,Incomplete,2,34,0.2,3,Overdue
4048,Analysis - Performance Tuning,3,04-09-2025,1,Analysis,"1676,200,1943",523,Complete,3,115,0.3,1,Complete
1618,Planning - Roadmap,3,11-11-2025,1,Planning,1406,110,Complete,10,183,1.0,0,Complete
3192,Review - Research Paper,1,30-12-2025,1,Review,,510,Incomplete,8,232,0.8,0,Pending
1176,Analysis - API Optimization,2,27-05-2025,7,Analysis,"310,1007",310,Incomplete,4,15,0.4,3,Pending
1395,Planning - Resource Allocation,3,17-05-2025,6,Planning,,318,Incomplete,10,5,1.0,0,Pending
2420,Analysis - Performance Tuning,2,30-04-2025,3,Analysis,1571,244,Incomplete,6,12,0.6,3,Overdue
4857,Analysis - API Optimization,1,21-02-2026,5,Analysis,3773,361,Incomplete,6,285,0.6,1,Pending
3308,Analysis - Code Refactoring,1,07-07-2025,3,Analysis,"1387,913,802",455,Incomplete,9,56,0.9,1,Pending
2581,Review - Research Paper,2,12-10-2025,2,Review,"2417,1384",454,Incomplete,1,153,0.1,3,Pending
3347,Meeting - Sprint Planning,3,03-06-2025,5,Meeting,833,212,Incomplete,5,22,0.5,1,Pending
2441,Analysis - Database Migration,3,31-08-2025,3,Analysis,"790,1667,447",218,Incomplete,9,111,0.9,0,Pending
2526,Review - Thesis Chapter,3,03-09-2025,3,Review,"230,2304",408,Complete,8,114,0.8,0,Complete
4525,Meeting - Retrospective,3,04-03-2026,2,Meeting,"2040,2189,3133",294,Complete,3,296,0.3,1,Complete
4049,Meeting - Sprint Planning,1,30-12-2025,6,Meeting,,284,Incomplete,4,232,0.4,2,Pending
2875,Review - Research Paper,3,28-10-2025,3,Review,"1409,1635,584",394,Incomplete,5,169,0.5,1,Pending
3406,Planning - Resource Allocation,3,03-03-2026,7,Planning,"2224,35",221,Incomplete,10,295,1.0,1,Pending
3049,Planning - Progress Review,3,03-11-2025,8,Planning,"2817,534",574,Incomplete,8,175,0.8,3,Pending
1114,Meeting - Sprint Planning,2,21-08-2025,1,Meeting,,577,Incomplete,7,101,0.7,3,Pending
3094,Review - Documentation,2,18-12-2025,1,Review,"2943,795",251,Complete,7,220,0.7,0,Complete
2694,Analysis - API Optimization,3,19-10-2025,5,Analysis,1052,524,Incomplete,10,160,1.0,2,Pending
2834,Meeting - Team Sync,3,22-01-2026,1,Meeting,,598,Incomplete,1,255,0.1,1,Pending
1583,Planning - Progress Review,2,21-09-2025,5,Planning,859,486,Incomplete,3,132,0.3,3,Pending
4052,Review - Documentation,1,06-01-2026,6,Review,"2123,2274,2652",516,Complete,9,239,0.9,0,Complete
69,Analysis - API Optimization,3,28-04-2025,5,Analysis,,169,Incomplete,10,0,1.0,1,Overdue
1203,Analysis - Database Migration,1,11-04-2025,7,Analysis,"307,614,738",505,Incomplete,9,31,0.9,0,Overdue
479,Review - Experiment Design,3,16-05-2025,8,Review,,125,Complete,10,4,1.0,3,Complete
2561,Planning - Roadmap,3,03-11-2025,4,Planning,1307,543,Complete,9,175,0.9,0,Complete
3583,Analysis - API Optimization,2,16-08-2025,6,Analysis,"3380,1183,584",347,Incomplete,1,96,0.1,0,Pending
4118,Planning - Roadmap,2,20-11-2025,6,Planning,,325,Incomplete,1,192,0.1,1,Pending
234,Planning - Resource Allocation,3,12-10-2025,3,Planning,"117,50",231,Complete,1,153,0.1,1,Complete
3965,Review - Thesis Chapter,3,02-04-2025,8,Review,"2700,3689,2764",287,Incomplete,4,40,0.4,3,Overdue
1550,Planning - Resource Allocation,1,09-12-2025,6,Planning,"1035,872,695",305,Incomplete,5,211,0.5,0,Pending
2101,Meeting - Sprint Planning,3,27-08-2025,2,Meeting,1309,201,Incomplete,6,107,0.6,0,Pending
2419,Planning - Resource Allocation,3,13-12-2025,7,Planning,,204,Incomplete,1,215,0.1,2,Pending
1806,Review - Experiment Design,3,09-01-2026,2,Review,826,221,Incomplete,8,242,0.8,1,Pending
4448,Analysis - Code Refactoring,2,15-05-2025,5,Analysis,"2,4229,3289",435,Complete,7,3,0.7,0,Complete
4833,Meeting - Client Call,1,05-07-2025,2,Meeting,"3756,390",600,Complete,7,54,0.7,3,Complete
1810,Analysis - Database Migration,2,13-07-2025,7,Analysis,"154,1781",414,Complete,7,62,0.7,3,Complete
1708,Analysis - API Optimization,1,11-10-2025,2,Analysis,"1150,1031,597",181,Complete,4,152,0.4,3,Complete
1990,Meeting - Team Sync,2,01-02-2026,1,Meeting,"1665,1785,433",577,Complete,10,265,1.0,0,Complete
4080,Meeting - Retrospective,1,19-11-2025,1,Meeting,"1857,319",598,Incomplete,7,191,0.7,0,Pending
3751,Meeting - Client Call,2,23-02-2026,5,Meeting,2263,280,Incomplete,9,287,0.9,0,Pending
4054,Review - Experiment Design,2,19-01-2026,5,Review,"381,112,1074",157,Complete,1,252,0.1,0,Complete
1421,Analysis - Database Migration,1,26-02-2026,7,Analysis,"442,1007,1257",293,Complete,1,290,0.1,1,Complete
327,Review - Experiment Design,2,16-10-2025,6,Review,"131,148,255",356,Incomplete,4,157,0.4,1,Pending
4481,Analysis - API Optimization,3,19-09-2025,6,Analysis,337,193,Complete,9,130,0.9,0,Complete
